16-17/3/14																																																													
"time,"	position	"azimuths,"	zonal	"wind,"	meridional	"wind,"	reduced	"chisqr,"	"intensities,"	"temperatures,"	zonal	"distances,"	meridional	"distances,"	sig2noise																																														
	1153.73	1153.82	1162.58	1175.29	1157.93	1111.38	1118.85	918.22	952.75	996.39	1050.55	1019.41	994.17	1025.92	1041.14	1026.58	1030.34	989.95	966.85	953.89	917.15	889.94	896.82	913.77	916.68	684.75	677.24	690.1	761.06	808.61	815.54	781.09	774.78	758.1	757.32	748.05	797.9	759.29	709.08	684.81	692.42	682.63	690.16	473.07	485.74	499.54	576.45	626.73	615.54	622.12	593.17	609.01	607.2	618.49	617.47	606.43	585.5	573.87	593.9	517.79	476.23
	1088	1083.53	1082.75	1078.66	1013.79	945.02	917.92	985.51	993.24	1019.3	1022.46	1018.77	1017.83	1050.51	1141.13	1023.42	965.67	964.96	961.4	998.42	1001.27	1003.09	988.91	932.78	952.15	1034.7	897.45	838.77	1000.47	950	1029.93	1036.43	865.04	864.77	865.79	903.9	1077.18	1039.93	821.98	899.13	952.84	942.59	942.49	1140.75	1178.43	1081.34	1042.71	1061.83	1093.53	1100.57	1047.09	1113.4	1007.37	1114.36	1162.24	1389.14	1403.25	1293.88	1291.43	1632.69	1622.52
	0	0	-96126.45	-96126.42	0	96126.45	96126.44	77950.05	-0.01	-77950.07	-146498.23	-197376.55	-224448.3	-224448.3	-197376.52	-146498.2	-77950.06	0	77950.07	146498.2	197376.56	224448.31	224448.3	197376.53	146498.22	120602.91	-0.02	-120602.95	-226659.42	-305377.44	-347262.34	-347262.34	-305377.38	-226659.38	-120602.92	0	120602.93	226659.38	305377.44	347262.38	347262.34	305377.41	226659.39	166451.52	-0.02	-166451.56	-312826.66	-421470.22	-479278.19	-479278.19	-421470.16	-312826.59	-166451.53	0.01	166451.55	312826.59	421470.25	479278.22	479278.19	421470.19	312826.62
	0	110997.24	55498.6	-55498.64	-110997.24	-55498.59	55498.62	214166.09	227910.78	214166.08	174589.78	113955.35	39576.32	-39576.36	-113955.43	-174589.81	-214166.09	-227910.78	-214166.08	-174589.8	-113955.34	-39576.25	39576.3	113955.39	174589.8	331353.91	352619.44	331353.88	270122.16	176309.66	61231.77	-61231.82	-176309.78	-270122.19	-331353.91	-352619.44	-331353.88	-270122.19	-176309.64	-61231.65	61231.73	176309.72	270122.19	457321.97	486671.84	457321.94	372812.25	243335.83	84509.73	-84509.82	-243336.02	-372812.31	-457321.97	-486671.84	-457321.94	-372812.28	-243335.81	-84509.58	84509.69	243335.92	372812.28
	5781.62	5593.71	6831.22	6494.43	7387.12	8132.71	5086.89	1649.16	2463.9	2012.49	1596.11	2816.4	3473.06	3053.59	3116.18	3071.01	3226.06	4049.42	3304.43	4890.06	3085.61	2900.41	2272.32	2370.32	1660.96	1471.32	1842.52	1082.86	2233.22	1702.25	1320.29	1827.31	1978.64	1577.6	1769.61	1913.74	1661.66	1341.44	1570.52	1356.17	1619.67	1062	1400.5	1550.93	490.61	393.57	555.44	585.67	528.86	599.66	861.38	1056.37	1123.75	1017.78	874.02	785.66	897.08	1138.38	707.34	779.53	671.89
	24.6367																																																												
	0	90	150	210	270	330	30	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50
	10.67	-15.58	27.96	-12.35	-23.92	-52.81	-41.79	13.3	18.42	20.13	31.55	15.04	30.35	31	25.46	21.37	10.26	1.31	6.22	4.72	-16.68	-9.48	6.98	-19.15	-13.23	31.52	31.85	27.27	19.67	-5.93	4.83	48.5	31.89	11.53	4.11	5.38	14.74	24.93	-1.77	-2.91	1.19	42.77	45.51	26.67	31.93	34.75	27.89	59.22	46.64	55.44	51.47	9.23	-10.51	-4.61	-6.53	-7.58	-32.05	-23.05	-27.29	-30.92	45.16
	4.45	-46.65	-13.38	23.99	95.03	36.4	-0.97	-20.17	-20.84	-13.65	-23.58	-3.03	-2.14	9.16	20.37	33.44	37.09	60.79	1.85	10.25	21.75	8.32	0.44	-21.74	-40.89	-1.68	-11.8	7.44	10.93	22.79	13.4	22.37	33.94	30.78	24.52	-14.2	6.68	7.53	30.4	20.08	7.08	14.92	20.07	-41.53	-30.19	-40.91	-26.17	-40.44	-16.71	4.93	32.06	22.83	-3.57	11.31	23.96	20.07	26.07	2.92	-19.23	-50.42	-5.02
	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13
	1109.57	1056.61	1085.95	1053.04	1070.51	1050.83	1050.67	861.83	873.04	925.92	916.77	942.27	952.63	940.95	963.17	946.72	968.68	929.34	960.02	927.42	888.34	863.43	869.64	852.91	813.38	618	636.19	604.19	650.28	714.77	681.16	696.81	692.43	664.39	719.93	690.48	733.63	730.67	712.77	660.87	651.85	614.28	633.99	394.98	452.09	496.18	481.73	527.97	563.38	561.57	539.55	556.14	574.49	563.84	516.6	520.67	547.74	544.16	556.85	456.43	386.42
	1069.39	1026.63	1028.02	1051.33	990.84	988.53	988.84	1019.58	1020.83	1022.59	1103.09	987.48	967.44	1017.06	1096.12	1056.51	1050.78	965.56	974.51	979.15	1031.24	1064.27	1063.8	1026.64	1021.95	1019.12	973.26	980.33	1038.55	1036.81	1083.21	872.33	876.67	995.03	1005.66	1005.26	1002.23	1058.07	1055.83	969.83	975.22	971.88	960.42	1152.26	1471.55	1464.88	1011.47	911.38	940.08	1034.69	1029.34	1033.61	967.19	880.81	1043.11	1043.06	1372.96	1367.89	1425.02	1504.12	1335.81
	0	0	-96126.45	-96126.42	0	96126.45	96126.44	77950.05	-0.01	-77950.07	-146498.23	-197376.55	-224448.3	-224448.3	-197376.52	-146498.2	-77950.06	0	77950.07	146498.2	197376.56	224448.31	224448.3	197376.53	146498.22	120602.91	-0.02	-120602.95	-226659.42	-305377.44	-347262.34	-347262.34	-305377.38	-226659.38	-120602.92	0	120602.93	226659.38	305377.44	347262.38	347262.34	305377.41	226659.39	166451.52	-0.02	-166451.56	-312826.66	-421470.22	-479278.19	-479278.19	-421470.16	-312826.59	-166451.53	0.01	166451.55	312826.59	421470.25	479278.22	479278.19	421470.19	312826.62
	0	110997.24	55498.6	-55498.64	-110997.24	-55498.59	55498.62	214166.09	227910.78	214166.08	174589.78	113955.35	39576.32	-39576.36	-113955.43	-174589.81	-214166.09	-227910.78	-214166.08	-174589.8	-113955.34	-39576.25	39576.3	113955.39	174589.8	331353.91	352619.44	331353.88	270122.16	176309.66	61231.77	-61231.82	-176309.78	-270122.19	-331353.91	-352619.44	-331353.88	-270122.19	-176309.64	-61231.65	61231.73	176309.72	270122.19	457321.97	486671.84	457321.94	372812.25	243335.83	84509.73	-84509.82	-243336.02	-372812.31	-457321.97	-486671.84	-457321.94	-372812.28	-243335.81	-84509.58	84509.69	243335.92	372812.28
	7019.77	5663.08	4593.02	6329.42	5498.75	8811.75	6394.46	2018.37	1998.06	2337.82	2719.26	3188.29	2586.3	1671.56	2457.51	2849.35	1999.36	4231.84	2746.59	2876.65	2798.97	2778.85	2379.76	2717.31	2736.17	935.56	833.02	1373.03	1169.03	995.47	1124.04	1005.27	1760.93	2081.23	1067.81	1637.16	1632.54	1304.18	1155.93	1797.94	1324.02	1538.08	951.23	738.21	379.02	362.66	248.82	386.63	455.66	624.14	931.52	713.61	721.6	485.14	942.83	814.26	631.45	683.05	690.73	849.48	600.89
	24.7586																																																												
	0	90	150	210	270	330	30	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50
	21.52	11.1	76.12	55.23	-4	-65.95	-51.19	14.61	30.41	46.17	52.14	58.71	59.08	74.89	45.31	40.42	17.33	-0.6	-6.7	-17.5	-52.24	-33.71	-31.45	-26.27	-2.27	45.82	48.7	50.69	80.38	71.44	41.76	52.3	11.22	35.74	16.41	0.72	-14.77	-5.02	-12.12	1.29	7.2	15.63	-2.57	71.79	64.03	82.38	66.32	42.47	59.91	11.7	23.22	49.47	4.32	-2.19	-8.48	13.27	26.82	-2.92	-30.64	35.97	49.15
	3.08	-83.91	-49.26	23.79	69.68	29.72	-43.33	-44.55	-45.28	-49.54	-33.44	-23.32	-8.94	10.37	22.22	45.48	48.05	49.06	20.72	25.38	34.49	7.41	-10.27	-30.75	-37.85	-5.29	-6.94	-10.76	-45.06	-19.56	-0.42	8.9	3.8	40.82	45.62	5.96	53.03	19.31	19	6.7	-1.97	-11.68	-55.03	33.21	-41.05	-49.49	-4.56	11.82	6.71	10.44	19.8	68.55	29.61	55.14	39.98	7.03	7.5	17.77	-1.06	2.29	-1.1
	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92	1.92
	985.91	984.25	964.1	1019.71	1005.81	1015.2	994.1	750.78	801.98	802.87	865.29	847.24	858.09	849.01	849.39	899.38	911.56	908.08	885.67	857.62	826.19	864.56	826.35	770.73	810.64	621.18	574.32	584.68	623.08	664.98	667.37	679.55	680.99	659.21	709.72	694.76	693.01	719.4	705.75	674.79	665.07	623.05	641.53	378.94	370.71	430.88	459.2	501.84	490.99	530.43	515.99	548.47	554.91	560.3	528.94	509.5	531.55	521.72	503.07	454.5	415.22
	992.79	993.25	991.7	1041.52	1014.66	987.91	1041.41	959.76	1006.05	1060.92	1063.43	1026.37	1026.26	1044.08	1038.36	1026.77	969.74	884.38	1042.95	1044.75	1031.76	982.94	978.8	843.14	986.01	1094.94	1103.03	927.92	925.58	1055.2	1051.2	1081.06	1078.38	1143.26	1080.11	1138.51	961.31	1229.47	1063.71	1037.07	1041.87	1164.98	1076.43	1536.44	1059.94	1065.63	1062.28	1223.39	1194.04	1015.8	1014.29	997.58	1031.99	1135.48	1129.43	1165.52	1200.92	1211.83	1345.97	1697.76	1700.84
	0	0	-96126.45	-96126.42	0	96126.45	96126.44	77950.05	-0.01	-77950.07	-146498.23	-197376.55	-224448.3	-224448.3	-197376.52	-146498.2	-77950.06	0	77950.07	146498.2	197376.56	224448.31	224448.3	197376.53	146498.22	120602.91	-0.02	-120602.95	-226659.42	-305377.44	-347262.34	-347262.34	-305377.38	-226659.38	-120602.92	0	120602.93	226659.38	305377.44	347262.38	347262.34	305377.41	226659.39	166451.52	-0.02	-166451.56	-312826.66	-421470.22	-479278.19	-479278.19	-421470.16	-312826.59	-166451.53	0.01	166451.55	312826.59	421470.25	479278.22	479278.19	421470.19	312826.62
	0	110997.24	55498.6	-55498.64	-110997.24	-55498.59	55498.62	214166.09	227910.78	214166.08	174589.78	113955.35	39576.32	-39576.36	-113955.43	-174589.81	-214166.09	-227910.78	-214166.08	-174589.8	-113955.34	-39576.25	39576.3	113955.39	174589.8	331353.91	352619.44	331353.88	270122.16	176309.66	61231.77	-61231.82	-176309.78	-270122.19	-331353.91	-352619.44	-331353.88	-270122.19	-176309.64	-61231.65	61231.73	176309.72	270122.19	457321.97	486671.84	457321.94	372812.25	243335.83	84509.73	-84509.82	-243336.02	-372812.31	-457321.97	-486671.84	-457321.94	-372812.28	-243335.81	-84509.58	84509.69	243335.92	372812.28
	3400.86	4424.16	3318.85	3775.51	3459.25	5407.54	5212.01	3032.71	1902.24	1745.36	1608.65	2015.42	1874.51	2483.42	2078.51	2017.14	1961.75	2249.05	2209.98	1995.58	2401.24	1981.78	1986.47	2107.65	1897.67	1565.38	913.3	1123.15	1577.57	841.84	972.58	1046.36	1424.73	994.56	1443.91	1186.93	1054.35	1361.6	1775.65	1572.43	1048.34	1290.59	1193.55	738.53	412.99	334.09	258.05	316.88	386.71	452.44	664.17	481.89	815.89	760.14	826.85	703.61	508.43	780.91	975.3	674.81	624.08
	24.8806																																																												
	0	90	150	210	270	330	30	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50
	20.32	-4.55	51.04	32.86	-3.62	-40.11	-60.14	13.9	11.69	25.73	23.59	39.68	37.81	20.06	23.21	42.78	25.16	13.59	10.92	20.4	-17.33	-29.31	7.3	-45.36	3.77	19.91	26.62	11.26	18.75	67.66	67.79	25.66	66	32.83	40.12	29.56	36.34	-3.73	12.63	16.89	22.28	-13.73	28.74	16.09	26.33	22.61	20.61	53.3	24.07	14.42	-17.73	26.84	26.77	30.39	15.76	17.1	55.89	29.85	68.4	57.64	22.07
	15.78	-43.5	-6.17	57.45	127.6	57.18	-6.44	5.83	-7	-38.49	-10.26	-6.52	11.91	25.11	36.67	71.61	72.21	59.92	47.47	28.18	48.42	31.26	15.46	-23.85	-6.06	-38.71	-43.12	22.41	-4.48	-28.69	-1.62	16.49	49.28	40.97	71.7	-1.49	23.56	75.92	37.16	18.99	4.45	-29.14	-12.15	-60.59	30.79	-21.6	-16.79	-26.96	3.69	16.41	6.7	42.44	44.46	0.35	93.93	61.36	18.59	18.73	10.12	5.52	-29.81
	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77	1.77
	1068.97	985.12	971.64	992.79	1060.52	1039.54	1028.87	806.4	834.28	869.8	861	850.81	854.68	859.18	895.38	895.67	953.21	948.92	949.84	926.5	869.03	886.5	845.4	810.03	801.67	611.69	647.67	604.33	649.2	656.96	710.55	671.93	672.48	660.75	687.97	724.19	751.39	797.98	735.03	688.98	673.1	678.38	633.61	377.88	374.51	420.15	473.78	505.35	468.82	502.53	525.54	502.62	538.45	588.24	567.11	564.46	578.62	521.16	516.6	423.51	433.61
	1129.4	1018.84	997.74	998.97	1003	1007.02	1048.2	965.48	1003.46	1006.82	1004.78	1006.71	1007.44	1031.24	995.89	990.33	937.6	939.21	892.57	1054.54	1043.08	1047.64	1085.63	991.14	967.75	986.45	979.39	830.71	908.44	1066.67	1066.15	1036.65	1038.98	1070.48	1041.53	1016.4	1090.9	1174.05	1192.94	1211.57	1039.08	1137.88	974.42	1151.96	1108.28	1096.58	1170.52	1101.45	1096.14	998.25	1174.27	1103.19	1112.61	1053.51	1281.99	1231.65	1225.56	1200.9	1147.32	1200.29	1745.79
	0	0	-96126.45	-96126.42	0	96126.45	96126.44	77950.05	-0.01	-77950.07	-146498.23	-197376.55	-224448.3	-224448.3	-197376.52	-146498.2	-77950.06	0	77950.07	146498.2	197376.56	224448.31	224448.3	197376.53	146498.22	120602.91	-0.02	-120602.95	-226659.42	-305377.44	-347262.34	-347262.34	-305377.38	-226659.38	-120602.92	0	120602.93	226659.38	305377.44	347262.38	347262.34	305377.41	226659.39	166451.52	-0.02	-166451.56	-312826.66	-421470.22	-479278.19	-479278.19	-421470.16	-312826.59	-166451.53	0.01	166451.55	312826.59	421470.25	479278.22	479278.19	421470.19	312826.62
	0	110997.24	55498.6	-55498.64	-110997.24	-55498.59	55498.62	214166.09	227910.78	214166.08	174589.78	113955.35	39576.32	-39576.36	-113955.43	-174589.81	-214166.09	-227910.78	-214166.08	-174589.8	-113955.34	-39576.25	39576.3	113955.39	174589.8	331353.91	352619.44	331353.88	270122.16	176309.66	61231.77	-61231.82	-176309.78	-270122.19	-331353.91	-352619.44	-331353.88	-270122.19	-176309.64	-61231.65	61231.73	176309.72	270122.19	457321.97	486671.84	457321.94	372812.25	243335.83	84509.73	-84509.82	-243336.02	-372812.31	-457321.97	-486671.84	-457321.94	-372812.28	-243335.81	-84509.58	84509.69	243335.92	372812.28
	6771	5288.25	3994.64	4648.59	5252.61	5787.85	5664.47	2182.6	2861.16	1388.04	1941.15	1805.51	3047.48	2298.43	2172.93	1923.31	2628.11	2951.74	1874.78	2007.75	2613.14	3220.62	3046.4	2893.29	1688.42	1137.08	1305.55	1068.99	991.44	961.84	1198.06	924.86	1417.02	1116.44	1086.25	1431.67	1108.68	1353.96	1234.24	1309.28	1582.64	1535.32	889.63	789.15	494.64	368.45	254.52	288.97	422.25	623.5	502.69	589.33	379.55	485.62	469.47	656.64	871.91	670.61	879.4	690.52	416.1
	25.0025																																																												
	0	90	150	210	270	330	30	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50
	6.85	28.46	60.16	59.3	28.65	-17.88	12.65	-3.36	7.97	11.79	13.94	7.6	2.4	78.7	-1.28	25.39	22.03	8.35	-3.74	9.55	1.89	-8.91	-2.53	-8.09	-14.77	1.29	7.27	-4.58	6.28	-6.14	58.49	42.33	19.7	11.27	0.5	7.86	9.22	4.09	-7.26	-9.68	3.18	-4.16	-3.48	-0.01	-2.82	12.98	-3.29	43.89	34.01	27.65	-25.95	34.86	-1.06	-2	-16.7	0.71	-22.98	-39.39	-19.3	-42.7	-21.29
	21.03	-52.46	-0.76	38.93	74.06	48.05	8.36	-13.58	2.06	7.14	11.86	21.2	24.41	38.47	23	50.88	69.45	29.83	65.04	29.04	32.19	29.05	21.52	11.6	-8.24	2.99	45.78	52.07	22.77	32.45	19.46	38.64	43.27	43.61	21.33	9.99	37.72	43.89	44.99	35.57	27.69	17.94	8.61	0.89	-6.51	-50.1	-3.27	-26.49	-0.8	16.55	2.83	64.89	26.3	46.18	63.96	17.5	28.53	17.79	2.67	-22.78	-26.07
	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97
	1011.05	997.16	1005.64	1026.96	1057.14	1047.36	1034.57	829.05	824.48	847.16	862.67	860.99	858.78	858.81	888.15	922.53	954.72	927.62	927.38	918.27	891.24	889.04	900.1	879.6	878.84	625.85	631.45	600.06	608.24	653.97	641.49	684.39	664.52	694.08	709.09	706.53	746.15	741.72	739.58	766.79	725.42	700.92	629.83	465.4	437.08	516.54	538.83	559.6	562.93	565.61	583.3	573.77	586.83	641.99	643.86	611.35	575.37	588.99	592.84	488.4	444.29
	905.27	954.99	969.7	1070.76	999.63	1001.06	990.57	970.14	981.17	989.45	910.32	1030.54	1015.35	1012.98	1013.98	993.91	998.3	994.05	994.56	1078.03	1080.9	1083.8	1066.01	1089.06	1105.9	940.67	877.23	876.8	857.89	1006.31	1064.43	1064.82	1039.54	1119.06	982.83	1095.72	1162.05	1163.39	1138.79	1136.55	1124.96	1049.71	1009.13	1877.68	1124.89	1117.41	1042.92	1051.33	1081.82	1242.35	1236.06	1179.96	1175.73	1319.52	1501.93	1362.91	1364.75	1359.91	1353.94	1365.39	1765.68
	0	0	-96126.45	-96126.42	0	96126.45	96126.44	77950.05	-0.01	-77950.07	-146498.23	-197376.55	-224448.3	-224448.3	-197376.52	-146498.2	-77950.06	0	77950.07	146498.2	197376.56	224448.31	224448.3	197376.53	146498.22	120602.91	-0.02	-120602.95	-226659.42	-305377.44	-347262.34	-347262.34	-305377.38	-226659.38	-120602.92	0	120602.93	226659.38	305377.44	347262.38	347262.34	305377.41	226659.39	166451.52	-0.02	-166451.56	-312826.66	-421470.22	-479278.19	-479278.19	-421470.16	-312826.59	-166451.53	0.01	166451.55	312826.59	421470.25	479278.22	479278.19	421470.19	312826.62
	0	110997.24	55498.6	-55498.64	-110997.24	-55498.59	55498.62	214166.09	227910.78	214166.08	174589.78	113955.35	39576.32	-39576.36	-113955.43	-174589.81	-214166.09	-227910.78	-214166.08	-174589.8	-113955.34	-39576.25	39576.3	113955.39	174589.8	331353.91	352619.44	331353.88	270122.16	176309.66	61231.77	-61231.82	-176309.78	-270122.19	-331353.91	-352619.44	-331353.88	-270122.19	-176309.64	-61231.65	61231.73	176309.72	270122.19	457321.97	486671.84	457321.94	372812.25	243335.83	84509.73	-84509.82	-243336.02	-372812.31	-457321.97	-486671.84	-457321.94	-372812.28	-243335.81	-84509.58	84509.69	243335.92	372812.28
	4707.38	3687.45	4308.95	4934.25	4251.86	6510.37	5385.33	2338.98	2833.08	2146.26	1944.54	1609.17	2525.98	1632.42	2692.62	1940.16	1909.72	2195.66	1730.04	3518.38	2252.52	2269.71	2404.97	2146.85	2239.52	1268.89	1531.51	808.67	1401.36	1082.66	800.83	1068.61	829.27	1081.91	1303.03	1406.63	1397.7	1279.14	1560.1	1191.23	1958.48	1654.9	1872.08	614.81	497.08	286.49	302.67	527.48	445.77	698.45	879.67	748.63	766.74	669.72	601.63	637.11	749.41	1339.47	972.79	884.16	937.84
	25.1244																																																												
	0	90	150	210	270	330	30	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50
	14.2	4.17	57.87	31.22	-12.28	-56.49	-48.84	21.47	25.09	18.68	41.43	38.78	66.14	48.24	-2.26	-8.45	6.35	-8.68	-16.26	1.85	-18.15	-27.7	-39.93	-7.73	8.83	27.81	47.72	53.48	39.93	87.08	62.83	49.97	37.2	21.3	16.12	-4.53	-9.68	-38.55	-12.93	-13.29	-5.48	15.84	13.89	48.69	54.94	47.76	69.29	47.06	53.15	29.88	-0.8	20.4	-14.82	-17.18	-22.39	-18.17	5.47	-9.57	22.25	27.2	-3.3
	6.09	-48.08	-19.38	38.1	88.41	43.26	-14.22	-0.69	-21.46	21.28	-17.23	-5.09	-1.1	17.15	9.31	6.78	50.2	43.98	35.33	3.38	20.82	15.38	-0.4	-6.39	-7.72	-63.59	-64.52	-33.35	-10.46	-41.58	-16.37	-2.6	9.55	17.65	47.32	18.62	13.36	41.98	5.39	-3.06	-15.48	-22.17	-45.5	-1.32	5.69	23.64	-16.25	6.63	9.5	19.55	17.49	54.76	21.57	56	41.36	31.27	15.78	20.41	13.93	6.89	-48.44
	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36
	1116.35	1102.29	1126.92	1106.64	1120.88	1159.61	1144.62	947.46	918.32	957.82	964.51	952.61	952.14	981.75	971.79	995.55	1041.95	1009.18	984.5	976.95	941.08	967.87	963.95	924.36	912.38	693.27	670.67	672.79	717.75	750.25	755.38	762.27	735.63	718.08	805.46	746.05	782.46	790.71	773.81	802.16	746.8	688.81	711.46	494.06	491.5	577.12	584.64	625.71	599.62	607.22	617.66	626.96	621.46	665.21	650.02	635.51	591.78	640.04	591.82	565.11	490.43
	942.13	938.47	1003.83	999.95	989.61	1011.64	1009.24	948.69	946.65	843.8	954.18	973.54	977.01	966.08	1096.03	1098.07	1003.99	997.82	929.69	932.62	934.16	932.39	932.84	932.53	976.77	976.9	978.25	981.65	896.57	940.5	1025.15	990.16	906.04	870.36	1064.8	920.5	925.65	1077.12	1075.34	1029.16	1035.55	1053.08	1002.71	1386.16	1056.29	1356.02	953.52	1062.71	1017.87	972.77	974.74	956.14	956.07	1099.77	1202.17	1195.29	1281.29	1195.68	1191.46	1202.62	1233.89
	0	0	-96126.45	-96126.42	0	96126.45	96126.44	77950.05	-0.01	-77950.07	-146498.23	-197376.55	-224448.3	-224448.3	-197376.52	-146498.2	-77950.06	0	77950.07	146498.2	197376.56	224448.31	224448.3	197376.53	146498.22	120602.91	-0.02	-120602.95	-226659.42	-305377.44	-347262.34	-347262.34	-305377.38	-226659.38	-120602.92	0	120602.93	226659.38	305377.44	347262.38	347262.34	305377.41	226659.39	166451.52	-0.02	-166451.56	-312826.66	-421470.22	-479278.19	-479278.19	-421470.16	-312826.59	-166451.53	0.01	166451.55	312826.59	421470.25	479278.22	479278.19	421470.19	312826.62
	0	110997.24	55498.6	-55498.64	-110997.24	-55498.59	55498.62	214166.09	227910.78	214166.08	174589.78	113955.35	39576.32	-39576.36	-113955.43	-174589.81	-214166.09	-227910.78	-214166.08	-174589.8	-113955.34	-39576.25	39576.3	113955.39	174589.8	331353.91	352619.44	331353.88	270122.16	176309.66	61231.77	-61231.82	-176309.78	-270122.19	-331353.91	-352619.44	-331353.88	-270122.19	-176309.64	-61231.65	61231.73	176309.72	270122.19	457321.97	486671.84	457321.94	372812.25	243335.83	84509.73	-84509.82	-243336.02	-372812.31	-457321.97	-486671.84	-457321.94	-372812.28	-243335.81	-84509.58	84509.69	243335.92	372812.28
	8551.46	8733.62	6559.54	5161.31	5297.75	4642.6	5377.97	2934.1	2925.53	3534.36	2947.2	2686.4	2895.31	1792.54	2431.25	4134.68	2852.19	2091.5	2547.31	3219.38	3164.55	2311.44	2461.35	4498.81	2583.12	1400.45	1465.71	1017.54	1437.45	1027.86	1014.53	1275.85	1641.02	1472.81	1347.27	1618	1309.7	1419.27	1124.31	2074.86	1841.66	1595.86	1387.84	630.13	574.15	514.29	642.42	396.85	761.94	804.11	757.22	925.4	1063.12	638.55	995.42	879.15	1190.2	787.48	906.55	722.33	867.52
	25.2464																																																												
	0	90	150	210	270	330	30	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50	70	90	110	130	150	170	190	210	230	250	270	290	310	330	350	10	30	50
	9.26	7.55	36.26	87.11	19.41	-20.56	-48.87	0.85	-0.67	14.2	25.63	43.23	29.57	36.6	30.8	28.31	37.69	23.69	16.61	6.14	-13.43	-23.5	-19.61	-7.15	-21.79	-0.11	-1.06	10.39	14.02	53.47	50.04	30.21	66.75	20.31	44.73	36.62	33.53	-1.25	-13.94	-8.66	28.95	-34.06	-9.89	-20.05	-28.93	-22.07	1.52	-30.69	44	32.81	25.91	-15.91	15.72	23.08	-1.36	-2.83	-8.38	14.06	-38.59	-27.29	-13.61
